bs,adj_bs_i_0,adj_bs_i_1,adj_bs_i_2,adj_bs_i_3,adj_bs_i_4,adj_bs_i_5,adj_bs_i_6
4917,6287,9852,254,7812,6760,2970,8090
4921,7766,7582,6868,1694,9562,11358,6912
4922,3146,2458,4431,7412,3721,7782,13148
4923,5946,5331,774,8059,7069,8906,7152
4924,943,2306,7198,66,2301,4698,3895
4925,7014,6358,7394,7028,7965,6869,2973
4926,1790,9599,5510,5169,274,9561,7152
4927,11369,8347,6396,776,6021,1795,4915
4928,273,2362,3748,1065,6868,7595,11358
4941,3180,7462,4699,7996,1472,8999,276
4944,4201,2582,9208,5828,11174,1515,7758
4949,4603,6363,1785,12097,6467,9905,10065
4953,7960,7445,2998,281,9314,10687,8065
4954,2999,1012,8822,7524,8827,7805,283
4969,11562,8054,10282,7725,8053,2147,11943
4970,6983,284,2518,5991,8725,8700,8486
4971,2681,10546,7490,8795,9905,8770,4604
4972,3186,6175,5511,3603,8207,2375,12242
4973,9341,1781,12736,5590,10310,1773,4975
4974,3013,4852,8497,9416,4730,285,5201
4975,2370,2521,11211,7426,7790,286,7111
4993,1086,2523,7461,6959,6224,11167,6540
4994,7260,12526,3756,8525,7016,11833,10032
4997,7391,603,3765,11867,7645,5257,6887
4999,5547,7519,11497,1453,6988,6496,2153
5002,12948,1458,9466,397,6334,401,6924
5003,407,9072,7604,7094,4076,408,7600
5008,13112,12122,7120,11250,9977,7488,409
5009,8600,4240,8748,10427,8611,11232,7774
5010,7584,6321,6025,5999,9481,7449,9979
5011,10717,9481,5352,9979,5999,11037,6321
5012,2139,1770,1344,414,415,4551,4921
5069,1297,8653,8652,6654,2857,6652,9943
5071,6707,3683,12965,6655,11269,3789,5453
5073,3790,7994,3090,1752,6705,2148,2149
5074,3420,5453,4975,5591,4505,12964,7468
5075,11382,7922,3724,7921,1606,13163,7928
5080,7692,3422,2541,7393,2549,12125,3096
5081,1311,4270,3421,1807,1309,1763,12296
5083,7672,1308,3098,7614,479,7229,2155
5084,1306,3185,7715,791,6607,5649,1759
5092,2698,12005,3424,11505,11543,10959,3453
5093,12300,5143,1769,4877,5977,12004,4273
5094,5891,2145,4853,12951,3192,2687,5445
5095,613,5877,6058,4195,602,11770,3882
5098,53,6687,7686,3837,7197,12159,5719
5116,1506,4401,3336,9003,5600,4405,9956
5117,7803,7232,3330,2316,12343,10615,1474
5118,10616,4884,65,4403,7509,10017,8133
5119,10560,60,3717,7509,6033,56,9002
5132,7556,7384,6807,828,4887,8339,8340
5134,3229,155,6344,2714,2908,7407,1475
5136,156,7718,7802,8873,9189,1677,6325
5137,5567,152,2290,7036,7794,4515,5011
5139,2714,155,7793,150,6802,7407,6956
5140,2451,7239,3137,1022,7388,7250,4949
5141,7397,6480,4891,5905,12881,6331,7707
5142,9593,7354,9782,7500,7309,9581,10515
5143,4176,8907,8188,11713,1011,7452,6367
5144,2724,3144,2461,3723,3871,12175,2635
5145,3870,1604,10831,11113,11114,2725,10825
5146,2730,8388,3142,2462,1609,1610,1602
5147,10831,1602,1609,11112,1032,1028,8388
5148,2725,10825,10528,3870,1604,11112,11114
5149,10571,11789,2466,3141,1607,4585,12184
5152,3241,5164,11714,3149,2644,1049,2347
5153,13148,13251,9484,5886,1057,7618,2475
5154,3736,11422,1036,1045,1044,2002,3525
5155,1050,1051,232,225,7484,2038,2354
5156,235,3881,6827,9819,1038,1047,228
5164,3251,7753,6902,6194,4911,2907,4530
5167,9484,1061,5906,252,4591,7618,601
5168,7812,9852,6760,1681,10962,6287,254
5169,6258,4296,5258,1062,12535,246,5971
5177,11352,7394,11453,7028,6358,7014,266
5186,11928,1460,2364,1471,1080,2830,10686
5193,6534,1515,3367,6023,959,2790,4201
5196,12087,11468,7180,6950,6231,2790,11181
5201,10687,8065,11942,10870,9339,7115,9913
5202,2793,7805,283,12734,7524,1012,5069
5211,3295,10691,1741,2520,6257,11210,7784
5212,7241,6880,3293,7790,3604,2370,7865
5213,10608,5577,12250,166,5796,7337,7823
5214,9942,11943,9391,8053,8054,1335,287
5215,293,6493,11571,3187,2371,7804,1743
5216,2828,4730,9416,9419,4852,8497,8111
5217,2520,3295,3001,1741,10691,5435,7111
5218,2521,2370,2829,7426,7111,286,6875
5237,5136,8049,782,2551,6710,783,6243
5254,7337,7436,11232,2144,7110,8601,7330
5255,7436,8601,7110,7330,11033,2144,8600
5256,6639,7573,5545,6051,13031,5752,7643
5257,4870,4077,4577,9373,5931,2452,6027
5258,7769,10447,5518,5084,10088,8882,7727
5290,3789,12965,3683,2149,6705,2148,2857
5291,5074,3417,7468,5591,1299,3420,2731
5292,1752,7994,6705,11051,3687,3419,3790
5294,8061,8971,6948,10569,6929,6996,2156
5295,7025,10474,12278,9204,7458,7613,5517
5296,2549,12125,1764,7692,6030,2289,4242
5297,5437,12678,9241,2376,10475,400,2832
5299,479,7672,2872,7599,2155,2152,7229
5300,5517,7613,777,7458,2152,5548,5579
5307,2697,486,1316,7097,4274,6613,6517
5308,2699,6611,6124,4696,6706,2388,9483
5310,3222,8234,5978,2705,8741,7619,9731
5312,11588,6637,7460,405,8972,4549,7756
5314,10556,11413,1884,542,8806,11411,5939
5315,4927,6242,12699,3836,4882,3837,3713
5316,6476,8512,3713,9342,7443,605,7100
5317,10472,12550,10577,7571,3951,3110,6413
5318,10577,3715,3110,9107,9735,12550,7853
5330,5362,5798,7189,10016,12036,9011,11414
5331,12760,9489,8050,7506,5567,1510,9013
5332,6628,7553,6188,4954,6331,6480,7040
5344,7757,9151,1503,1490,9020,154,4286
5345,12599,4572,2715,12048,7673,10787,7300
5347,4579,7310,8375,6508,4175,10515,6920
5348,5905,4891,7707,7397,2911,10610,12881
5349,7239,1022,2910,2451,7742,6296,4949
5350,1949,7531,6291,2449,8371,9779,5771
5351,3188,4605,8841,7344,292,6494,8481
5352,5521,5617,2459,10561,3233,3232,2726
5353,1607,11116,8058,267,4585,12184,11789
5354,2730,11113,2462,8388,1609,1602,3722
5355,1970,4291,2723,1029,9233,4177,5884
5356,2461,3871,12175,11111,2463,3723,2724
5357,3872,8387,2723,4177,5587,1029,2460
5358,4431,7412,2458,13147,6205,3721,5742
5359,1483,834,7404,4823,13014,4012,4281
5361,1979,8420,6785,1992,1985,2642,7668
5362,1049,2644,11714,11117,10889,1038,3241
5363,1053,10678,6971,3353,2735,3526,6733
5376,12468,5916,8427,6218,7771,10591,7315
5377,3252,13150,3254,7108,10246,3256,10249
5378,7646,6091,5743,2701,6057,6899,7771
5379,7820,10252,2535,9547,1055,3883,3884
5391,7716,771,7123,2587,3361,8906,13119
5392,11167,11453,7028,7394,266,6358,6735
5393,9562,7595,6868,1065,3748,7582,7766
5394,2787,5186,6396,6021,3894,6580,2466
5404,4699,2789,7462,1472,7996,277,8999
5416,280,7660,9911,1294,11564,279,6362
5417,7316,6607,12239,6784,3184,6701,7702
5433,4732,2374,8816,9523,2685,8723,6232
5434,6607,6701,7316,6783,791,7702,7102
5435,791,11562,10282,7725,7102,6783,2147
5436,6175,2826,5511,8207,3603,12242,10573
5437,293,7804,1743,3013,11571,8052,2371
5438,4605,8841,292,3140,6145,6290,3601
5445,4607,853,3299,4608,11410,3298,9000
5453,784,11596,10715,2527,9466,8584,3688
5464,2380,7836,6295,7363,12694,6527,8103
5465,609,4921,12951,7093,3788,8611,2203
5466,1293,6244,1750,4922,10874,8104,12694
5501,2862,7922,7921,3724,1606,13163,7928
5502,5849,11383,1298,2150,3418,1296,2857
5505,11383,1298,5849,2150,3418,1296,4872
5507,5736,6045,1762,5649,6605,7715,7230
5508,1310,5141,2154,482,2156,5453,6996
5510,6933,1303,6255,1763,4924,5563,1452
5511,7457,9074,10566,1306,6465,6784,12297
5516,12554,3695,5144,1766,3322,5213,962
5517,4876,6587,7321,6627,1316,2186,11609
5518,6614,6549,6612,6618,8677,6516,6613
5519,12016,7732,6711,6709,6681,487,6610
5520,6074,6039,7034,5844,6076,9120,2439
5521,3299,4608,3190,9436,4607,853,827
5523,1884,1885,11413,9110,8709,50,3324
5524,7336,5217,5003,1884,11412,11413,1885
5525,1884,11412,50,10556,3106,1885,542
5526,5978,11292,9731,2705,7619,8234,535
5527,8235,1779,4279,12339,4399,7018,550
5544,10016,1484,5798,2703,9011,5361,1487
5545,3461,836,7658,62,12703,958,5581
5546,4159,5092,4808,3839,5296,7552,11648
5547,68,5083,63,7287,3337,12036,7189
5548,57,3332,8132,7634,7187,2581,6964
5563,11083,6344,7511,6354,7635,12172,5010
5566,11536,6431,2717,7038,7463,9773,9738
5567,13084,10877,3235,1315,10525,7937,7940
5568,2459,3722,2462,3143,2730,11113,8388
5569,5154,9208,3522,5617,3350,9233,5520
5570,4818,6826,6818,8385,2727,3523,5376
5571,1315,10525,13084,10877,3232,1970,9232
5572,2305,3878,12480,3237,5315,3524,5722
5574,3878,3237,5218,2305,12480,5315,4433
5575,3352,6829,11439,11718,12273,12544,7046
5576,1045,1036,1044,3736,11720,8414,11129
5577,10834,11743,8411,6206,1988,237,1998
5578,11117,5156,9832,2347,11714,2485,1992
5579,12273,11422,12544,11718,6829,3352,268
5580,4185,9833,2644,1040,1992,9819,5254
5581,4529,7825,7048,236,213,7471,7414
5585,11161,7753,6902,4911,6194,4530,8828
5587,3153,13150,7108,3254,10246,3256,10249
5588,7439,5164,5743,7315,7771,6077,6091
5589,3741,3153,3253,13150,7918,7108,3576
5590,6712,257,10682,5637,7107,7326,6272
5591,10249,10246,3253,6471,4017,7108,10253
5599,10260,13157,11775,1790,10830,2786,2728
5600,10609,2532,12506,7494,7151,7778,1292
5601,11358,11167,7028,6954,6735,7394,6358
5602,9236,7069,5168,7152,274,8059,774
5613,10685,1082,10031,2365,8794,7721,1505
5616,2998,12087,7180,6950,6231,10031,10685
5617,2365,11468,10685,1082,1505,6511,277
5624,10546,9905,8770,6467,12410,2825,2681
5636,7241,11198,7865,8809,3604,6880,5071
5637,4850,7079,8486,612,4851,6874,6736
5638,3001,10691,1741,2520,6257,11211,10871
5639,7340,7090,7785,10694,9544,3457,6584
5640,7474,7512,1089,1335,9391,6269,12410
5649,11587,853,9000,4607,3190,3299,4608
5653,4608,11411,3190,4607,853,9436,3299
5654,1745,403,6585,6414,8013,3764,9469
5655,4075,7611,399,6637,7460,9979,9467
5663,3773,7357,7834,11870,6478,6479,3769
5694,5140,13062,3682,3687,3419,1031,1601
5700,6773,1454,12973,5354,1363,1314,4875
5701,1302,5546,7555,11025,6988,12742,6496
5702,5883,8014,7458,7613,5080,1757,4506
5703,2153,6988,5914,780,1302,6927,7555
5710,10959,10957,4275,2698,10386,11064,3453
5711,1766,5144,2185,4925,3695,3953,3206
5712,8709,9110,3835,49,2308,8706,1885
5713,6075,4656,9103,8228,5292,9731,8721
5714,4280,9971,12019,5649,1353,3106,10556
5719,958,7773,62,4811,9976,10631,8935
5720,2316,7232,9010,2882,1474,2585,12660
5721,8132,2581,7634,3229,1552,8331,57
5722,4158,7198,66,5331,2306,12727,943
5723,9003,9956,6962,6498,793,58,2881
5724,9955,7287,68,12036,63,5083,3228
5725,8112,956,10093,9955,835,2445,3338
5726,12037,3977,6357,6491,12343,2317,2446
5734,8857,12704,8451,1470,9176,7122,9189
5736,10096,7122,1493,9057,3719,12049,6778
5737,11687,9591,5759,7577,2455,6596,10811
5738,7515,7402,7037,7606,9775,9780,162
5739,8062,10802,8057,7124,7817,165,9777
5740,11416,6431,2717,7038,7463,9738,9773
5741,2454,7993,1019,7826,1677,11680,6194
5742,10829,1600,2457,1030,5772,5740,10527
5743,3522,4180,11417,5154,1608,9208,10526
5746,5377,6078,5934,4433,5218,5587,7931
5749,11422,6829,3249,12273,12544,11718,7046
5750,6971,1053,3151,2735,6733,10678,3526
5752,11749,1983,4184,6576,2036,6845,4588
5753,2034,1041,8409,233,11720,8414,2032
5754,12005,240,6374,11064,2698,8409,1041
5755,233,2032,11720,4528,3240,8414,2002
5759,7859,5317,6423,10680,6894,8757,5924
5768,1603,205,4822,12082,9234,7482,2728
5769,11352,13122,13119,7716,7123,2587,771
5770,4198,12486,3896,7026,1689,9998,6631
5771,11932,7456,5258,764,5349,3745,10684
5772,12209,12778,10255,5169,11771,8879,12210
5773,4455,1069,9980,8015,4197,3363,4697
5780,6023,11181,6534,959,5518,12087,4888
5796,10282,7725,7102,3186,791,6783,2147
5797,8181,8650,7660,6361,280,3182,7960
5798,3600,12732,6116,8091,6359,9897,10301
5800,5094,12899,294,6494,8482,8347,9987
5814,4237,7399,6885,1323,9928,287,11201
5815,2371,293,3013,3188,291,4236,6493
5816,12731,7512,4603,10275,6363,12097,11011
5828,3299,9000,853,4607,9235,3190,10092
5833,8972,11294,4549,6637,7460,405,7756
5834,3191,10715,784,2527,8584,3688,781
5835,12121,10068,6699,10315,12297,7964,9937
5843,10875,1292,7494,2532,1749,7778,7151
5844,1794,2381,5702,8943,12688,9977,5202
5845,7105,5073,4973,10421,13110,2144,6132
5849,7200,4514,2456,9738,7551,7312,4673
5870,5074,7468,3090,5590,1299,3420,4975
5871,11384,1298,11383,5845,2150,4872,1301
5875,3687,1752,7994,11282,5353,3682,11494
5876,2861,5590,1299,12964,7468,5445,4975
5877,1311,2871,1807,12296,483,1309,4270
5879,7692,2870,2541,8061,8971,11284,12125
5880,484,10547,7220,10872,7755,4971,8483
5883,2698,11064,1320,12005,2700,7319,4696
5884,3711,8680,7099,1767,7097,1316,2697
5885,6662,3955,6056,5849,488,3707,2188
5886,10957,4367,10386,10959,4507,3322,2698
5888,5081,1878,600,7438,7323,2311,6721
5889,6282,2707,6720,7517,4387,8234,6589
5890,5215,7441,9113,8236,9382,3613,7100
5891,1776,4882,6242,12159,3836,4277,12699
5892,615,12745,6879,10872,2709,6901,10573
5902,2586,8064,6628,11321,7706,3975,7671
5903,7727,8882,5084,5768,12959,5517,6913
5904,11415,7658,12703,5580,958,4811,62
5905,4160,8935,6038,9976,5738,7773,3330
5906,5296,4808,8957,4159,1793,7552,3227
5907,4404,1508,830,12040,5739,8331,7634
5908,4405,4401,7235,6178,1506,2881,9002
5909,2317,824,10090,6491,6957,6796,10615
5914,6790,10504,3980,10784,5011,4515,6346
5915,9963,4162,7179,6490,8135,7403,151
5916,7408,832,154,10794,9058,826,9151
5919,6700,7039,6810,3493,7815,164,6202
5920,2719,2454,7993,3349,6194,7770,7826
5921,6202,6810,6700,1013,11680,7039,1026
5922,3343,6596,9591,7577,8379,2456,7551
5923,5308,10522,7688,1945,1010,8925,7821
5924,8907,1011,7452,7606,9775,1018,2913
5925,3351,4180,11417,5154,9208,1608,5520
5926,5376,8385,6818,2463,10527,3235,6826
5929,5721,1034,12480,2305,11914,3237,6125
5931,2002,1035,6845,7747,3736,1983,11129
5932,2735,10678,1053,6733,3151,3354,4362
5933,3150,1049,11117,2644,11439,2732,2731
5934,3249,11422,268,3353,6829,12273,12544
5935,8414,233,1042,1045,3240,1044,1036
5936,240,6374,8349,8409,4013,5569,4295
5937,6206,237,3241,8411,10834,1988,1998
5938,6759,4013,6374,240,8349,4275,3322
5939,1983,3355,4184,6845,1035,6576,2036
5942,10956,6260,6219,608,1060,261,6375
5943,3739,6843,238,1043,1611,223,7738
5944,3884,9973,3743,2535,10252,9547,1055
5945,1774,7108,10246,13150,8243,5571,7705
5946,5746,1058,7572,1780,12468,1056,1686
5947,6058,4195,4451,613,5876,8714,248
5955,5177,4453,8879,275,12210,12209,4916
5956,3893,264,9998,1689,6630,7782,13154
5957,13157,3258,5394,6324,10260,5588,1790
5958,10571,12184,4585,11116,10255,1607,2466
5971,11569,12732,6116,10301,8091,9897,10869
5977,7647,13106,7575,6290,6145,292,8841
5978,6896,2367,9416,2372,10306,7091,7492
5979,10607,2375,2826,7489,3187,6175,4852
5980,5071,2369,3294,7241,11198,7865,6880
5981,605,7443,9113,7283,3109,3713,6476
5988,10032,6347,7260,7540,2831,8993,12526
5989,10712,9514,7314,7332,10679,12674,244
5990,7657,7369,2525,12120,8972,11596,4239
5991,7645,5256,3765,603,12738,7391,2832
5999,7834,3772,3773,11493,412,2531,6479
6000,1374,7449,6464,7584,11037,5833,5726
6021,13062,5140,11494,1601,3687,1031,3420
6023,12965,2857,6707,11278,3789,6655,2149
6025,3420,1752,7994,11282,11494,3683,5353
6027,8584,9437,1451,1450,781,11597,10715
6030,5724,12134,3767,10471,8583,5922,4239
6031,6335,6061,5926,439,5712,1309,4270
6032,12441,4241,7230,6605,4400,6045,5908
6033,8067,1765,4506,6336,7169,8014,1313
6036,3206,12554,5144,1766,3324,5213,5291
6037,488,487,6610,6588,6681,7318,2188
6038,3452,8680,7097,7099,1767,1316,2697
6039,10887,6618,8677,4639,7319,4507,6614
6040,6476,3109,8512,7443,4927,605,12699
6041,6897,9093,1881,6754,6900,6619,8208
6042,10577,11318,12550,615,12745,10472,9107
6045,3838,6046,6694,944,7666,5299,825
6046,56,55,60,11073,7509,6032,10560
6047,2712,8945,13063,10503,8874,6910,6402
6051,9057,6778,7181,10113,153,3342,12171
6053,1015,2453,2722,6688,8063,9985,9897
6054,6205,7412,4821,5602,1027,4431,3147
6055,3233,2459,3143,2462,2730,11113,8388
6056,2727,6826,6818,3145,2463,12175,3871
6057,7921,7922,1606,2862,7928,3195,7898
6058,4008,1030,8058,7482,7044,9234,2457
6060,5568,5315,5721,3525,1034,12480,2305
6061,6256,4437,1044,2035,1042,1036,7045
6062,11129,3240,2002,1045,1036,3526,1044
6064,4184,8425,7048,6576,3355,6734,3565
6065,5254,4182,6841,1040,9853,9833,7413
6073,3572,1611,1688,6578,6843,7738,9865
6074,248,1059,4015,613,12720,602,1336
6075,7918,3255,3153,3253,7314,13150,10679
6076,5119,6595,4589,3882,8937,602,5637
6077,9973,3884,3576,9547,2535,4450,10252
6078,6762,5137,7522,9548,8724,6579,6713
6091,764,6848,10426,7456,10254,12205,1070
6092,12494,5947,4873,4819,5353,1033,6204
6093,3365,5258,5349,263,7456,8963,12681
6094,1065,7595,2362,6868,273,11369,9562
6110,9913,10870,7528,9324,9921,9915,9920
6114,4970,4604,6632,597,10867,286,7490
6115,8053,9942,8054,11201,9391,2147,1335
6116,1323,8207,8480,2366,7399,10573,6175
6117,5347,6233,8809,4974,7865,6391,2684
6123,12526,7016,7185,2831,7260,8525,10032
6124,12737,6966,10059,827,4608,3300,12663
6125,12662,6967,8525,2831,7548,6347,8994
6129,8013,6585,3301,12939,6414,1745,5134
6130,7645,11870,12738,7391,603,2832,5256
6132,9448,7167,7598,789,9447,7017,6887
6134,12134,3691,5724,10471,8583,5922,4272
6142,6479,7357,6416,7834,3773,8918,11493
6143,2531,7763,3681,412,7356,7834,7498
6144,11493,7357,7834,3681,6479,3772,6478
6145,6330,7398,7337,166,7110,8601,9373
6146,7488,9487,2140,409,7665,1797,12688
6147,8764,609,4921,7425,2203,11381,1770
6174,11278,12965,3687,2149,2857,6705,6707
6175,11051,7994,11282,1752,5352,8654,5075
6176,6992,7570,7624,1307,481,6061,4242
6177,1312,6255,1303,6933,4924,1363,4875
6178,1800,4271,4555,6336,3951,1765,7786
6184,5971,8102,2875,12300,4273,5142,3953
6185,11064,2698,11609,11544,3322,1320,4696
6186,2188,1321,12017,488,3711,4276,3209
6187,3211,7732,6711,6709,6681,487,4997
6188,4276,2188,12016,6055,1321,6662,488
6190,6175,4928,610,10557,6364,7278,5215
6191,9971,5649,1353,4280,3329,1779,11414
6192,2308,8706,3325,49,5752,6051,8709
6193,4882,6242,3837,7686,3107,12159,4927
6194,7686,3837,4882,6242,3107,12159,4927
6201,3717,6694,944,7666,6045,2439,9120
6202,5092,3227,4159,6913,7552,4808,5296
6203,7287,3338,7027,9955,3228,68,5083
6204,3340,3977,6357,6491,2317,12343,11674
6205,8331,1552,2581,4404,7634,830,5739
6206,4282,4953,10620,957,61,10085,8931
6215,12599,4574,8341,4572,7673,10787,3135
6216,1493,10097,153,7181,6778,3342,3720
6218,3869,9752,158,8338,7411,1295,10095
6219,6500,1944,10095,9750,1475,9156,158
6220,3868,158,9752,10095,1944,9156,8338
6221,1604,11112,11115,10825,2725,10528,10831
6222,12175,2461,2463,10527,3145,6818,3724
6223,3146,8387,2723,4177,5585,1029,2460
6224,6492,2640,2726,5741,13147,3141,4695
6226,3237,3238,2305,12480,5315,5218,3525
6231,5116,4010,4910,13015,5117,2468,13091
6232,6734,9867,1035,2037,4184,3565,2476
6233,6827,11152,235,9819,228,6443,1047
6241,4589,602,11071,6595,12720,613,5119
6242,5773,13246,7820,1055,3155,4275,4186
6243,3576,9973,3744,2535,10252,9547,1055
6244,5392,1682,1352,7326,8428,6272,6510
6245,4016,616,10390,2040,506,7107,1687
6255,3361,1603,4822,7901,205,9234,7482
6256,269,9594,5937,9600,5437,7809,9606
6257,11775,264,9998,1689,5943,6630,6039
6258,8864,2361,6222,2466,5980,7535,1694
6259,4698,2301,12727,2306,4158,2702,3336
6260,12486,4198,3363,1689,7026,9998,6630
6266,2998,8794,7180,6226,6950,6021,11181
6269,276,8999,7996,833,2789,9886,7462
6272,4603,2791,6363,1785,2683,6467,4235
6273,3293,8770,2825,9905,2681,12410,6467
6277,10872,7220,8483,2546,3424,2366,3459
6281,3926,10311,9060,7540,6960,6981,2522
6282,3926,10311,9060,7540,6960,6981,2522
6284,4972,7615,10015,4324,4600,9431,1461
6287,5134,9475,6693,7935,7374,8549,9468
6290,4239,7657,11867,2525,1457,7369,10471
6291,11604,10068,6699,7964,12297,7549,10315
6295,13112,11032,10459,4322,5936,9977,7120
6296,7228,7401,5202,6477,8943,5702,4553
6317,12964,6654,8652,6652,6889,9943,1300
6321,1764,3097,2549,7692,6027,3423,2870
6322,5724,3691,3769,10471,8583,5922,4239
6323,4268,1457,8583,5922,7624,12121,9979
6324,6413,7792,7571,6336,3110,4271,4506
6325,12288,10740,5141,6658,6996,6948,2541
6329,4925,5892,3324,2185,1766,5144,5971
6330,4273,4999,4926,782,12300,7320,12005
6331,5849,3453,6662,6055,10714,488,3711
6332,4880,5146,259,6051,509,6893,5752
6333,3106,3222,1884,542,11412,50,8806
6334,4928,8237,610,6793,4878,6364,5796
6335,12158,5938,5814,8806,10393,8245,8765
6336,12158,5814,5938,8806,10393,8245,607
6337,3837,4882,4277,6241,3838,7686,3458
6344,12755,5754,4810,5581,9739,5464,7377
6345,4883,7446,7706,8330,7671,8064,10428
6346,6357,3340,12040,6491,12343,2317,11674
6347,6032,60,11073,6142,10034,3718,10485
6353,10784,6790,5011,4515,11679,7036,2290
6354,2447,10113,6778,3720,9057,7181,2448
6355,5010,7511,4574,10787,8341,7376,7673
6357,4812,7035,4286,1490,9154,6344,7177
6358,9233,2726,7930,5616,2640,7939,3141
6359,3872,2463,2461,10527,3145,6818,3724
6360,4585,1607,3600,10571,10255,11116,3142
6361,11914,1030,7482,8058,9234,7044,10829
6362,5955,5502,5098,5501,5720,13245,834
6363,4910,3880,5116,13015,5117,13091,10530
6364,2641,5979,6125,6039,6463,5943,5218
6366,13014,10092,834,3148,1483,9235,5501
6367,8349,6759,11749,5569,6374,4295,240
6373,4912,8714,4195,6057,11771,5876,4451
6374,12720,1059,3741,1336,602,5505,5956
6375,12082,616,10390,506,2040,1687,7107
6376,10253,1054,6471,2356,10249,5505,3257
6389,10426,10254,6848,1070,3746,7362,764
6390,3366,12778,5169,10255,11774,8879,12210
6391,4916,4453,7535,5177,11774,6325,2361
6392,3600,11116,2466,4008,4585,1607,10255
6396,9885,1080,7001,12394,4325,1471,6871
6401,12409,1505,278,277,9984,1082,7721
6402,7758,5363,4600,1511,10089,5816,4324
6407,10315,6784,3183,12297,7316,10068,6607
6413,6901,2709,5510,10573,3187,2826,6174
6414,7560,288,6722,7866,4236,7089,291
6415,5780,5576,11200,10608,7823,7850,10308
6416,6690,6987,5877,4917,4429,6232,5466
6423,2522,7542,9060,10311,3927,3926,5957
6429,8796,7611,399,7460,6637,9979,9467
6431,7094,407,7600,6060,5926,5712,439
6442,6025,410,5639,9373,11250,4870,12683
6443,12960,2379,2534,9939,5258,9548,411
6461,12544,6829,3249,3353,11422,10878,2543
6463,3096,7025,10474,2151,7169,1313,3695
6464,1808,4994,5578,7168,5547,1314,5737
6465,3953,5141,6996,6948,2156,2154,6929
6466,5548,3422,1804,6890,2536,1807,1763
6467,10068,6784,12242,10315,11604,9074,11390
6471,2875,5142,4877,1769,5971,12005,4273
6472,4279,1779,8235,11414,9114,4399,550
6476,6355,6491,10560,2882,3340,7803,2317
6477,3336,5331,12727,7198,66,2301,2306
6478,4808,3227,5296,7552,11651,5092,12036
6479,11648,8935,6037,9976,5738,7773,3330
6480,5148,10622,4810,12755,7377,4669,4941
6487,9963,6490,7179,3488,7403,8135,8339
6489,2448,9020,7174,2447,9058,12172,6354
6490,7503,6904,7396,1946,6574,6402,9485
6491,7313,10515,7309,9581,6508,7500,7392
6492,2913,8188,8907,3522,1011,7452,6366
6493,3146,2723,3877,6033,4291,8387,1605
6494,4179,2460,5942,5585,8387,6062,3877
6495,4179,2460,5942,5585,8387,6062,3877
6496,1608,3351,3523,10526,4292,11417,5154
6498,5617,6124,13245,1034,6064,4010,5955
6499,3739,5254,6841,9853,1040,7413,9833
6500,2346,9862,2487,2733,9845,10833,6975
6501,3355,3565,1983,6576,2036,8425,3738
6502,3250,1992,9833,1979,8420,3149,2644
6508,4196,13246,5773,10250,7068,7820,3884
6509,7059,7427,7333,6273,8439,9533,7685
6510,5255,256,6758,5570,4531,2706,5636
6511,6057,5876,11771,4451,613,4015,8714
6512,10250,4193,7068,1685,2356,5316,13246
6516,1069,9980,3367,4455,9561,8015,9599
6517,3363,12087,12486,1689,7026,9998,6630
6521,2790,2582,5363,1515,5816,11181,2446
6522,4325,6871,12231,9885,8060,2363,7001
6527,12238,1505,9984,278,7721,1082,277
6533,8770,7268,7091,7492,7474,3293,1089
6534,2683,10868,7541,5925,10065,4731,1775
6540,10304,12250,291,11586,2371,7560,288
6541,11571,7399,6885,9928,287,1323,5193
6548,792,5800,5921,6494,5725,5348,9447
6549,12121,7657,10471,2525,11867,1457,3691
6553,10427,7774,11033,8600,8601,413,7398
6571,12441,3694,5908,6359,4795,4400,7599
6572,6027,6061,2549,3097,2289,481,12134
6573,4242,3694,5908,4400,4795,7230,1803
6574,3951,1457,8583,5922,9979,6925,1756
6576,2871,1311,1807,3422,1763,1309,3692
6578,12004,6335,1800,4555,1765,3952,6407
6579,5290,3769,2289,12135,3691,5922,8583
6580,3955,12339,12005,5971,2875,8102,4999
6581,6613,486,6516,6548,6614,2187,3101
6584,3322,10959,3884,5773,10957,10386,13246
6585,12018,398,12016,2188,1321,4450,6055
6586,12163,3458,1740,4882,3837,6241,3838
6587,7866,6722,288,7560,12250,7089,529
6588,12343,1779,8235,11414,9114,4399,550
6589,3329,9971,5649,3835,1353,1779,7336
6595,7404,1487,4823,1483,3148,2703,1484
6596,12048,4953,10620,8931,957,10085,61
6603,4888,10495,4284,1498,831,9748,12765
6605,9748,831,10495,7178,149,12765,4888
6606,6354,10800,7177,9020,7174,12360,12615
6607,10561,4812,7035,1490,6185,1503,3134
6608,10514,7603,7122,10096,9176,9189,7802
6609,5307,7345,6396,4675,6391,9597,161
6610,9776,10519,7821,1007,159,7351,7411
6611,5310,1601,1605,3683,13062,5947,6033
6612,3144,4178,2723,6033,5883,3146,3877
6613,1608,10526,4181,7940,3351,7937,3232
6614,2305,3237,3879,3525,5721,5315,3238
6618,5312,6605,4823,4432,7404,4282,1483
6619,5569,230,8349,1046,1990,239,229
6623,246,2973,9546,4452,6257,1062,4592
6626,1027,13146,12712,8881,3722,5574,6204
6627,12087,3363,4201,7026,1689,6630,9998
6628,11932,5947,1033,4819,4873,5353,6203
6629,2532,8610,11453,10609,7494,7215,1749
6630,13036,263,8963,7778,7151,7456,1292
