bs,adj_bs_i_0,adj_bs_i_1,adj_bs_i_2,adj_bs_i_3,adj_bs_i_4,adj_bs_i_5,adj_bs_i_6
2521,9750,7508,9153,12615,9058,2446,1468
2522,4514,3341,7508,9750,1468,9057,9153
2523,7001,1080,8477,12231,9009,12409,11928
2525,7462,12899,3181,277,2789,7996,8999
2526,2315,3332,7232,9147,4158,2445,9010
2527,7793,150,6500,2714,155,2909,3869
2531,5581,7658,12704,3462,11415,4812,5755
2532,3148,13014,7404,834,4282,13015,4013
2534,2703,3225,9011,10015,5798,1484,5362
2535,10015,3225,10086,2703,1484,4282,5798
2536,4287,3134,10561,1498,13005,7035,7757
2537,12057,10096,3342,10095,153,7181,3720
2541,4403,4673,9002,2290,6796,3980,10089
2543,10495,4970,5307,7375,4284,5520,10098
2544,7757,3134,9151,1490,4287,154,6346
2545,12238,12410,277,1082,8795,7721,2364
2546,2881,4402,5600,12599,3337,857,9003
2547,11668,4405,830,6964,7634,12041,5740
2549,8050,9999,5833,2713,9489,5816,9013
2551,10088,7758,5828,9208,2582,9431,9147
2554,6534,11181,959,12394,2790,5519,12040
2555,6144,5527,7948,8091,6541,6359,6116
2581,52,617,7223,529,6429,10618,7109
2582,5978,3223,535,2705,8721,7619,6075
2583,6281,9108,9735,7224,12742,7327,8224
2584,1885,9108,550,6281,4400,7018,6895
2585,2704,2706,6758,12778,10751,8814,8740
2586,7853,2309,5146,11318,3110,3326,4669
2587,7327,12742,8224,2312,9732,7224,6281
2635,9119,7949,7916,54,7874,7886,7971
2640,3348,6431,11416,7038,7463,7312,2717
2641,5465,6489,6337,10016,4404,65,3975
2642,4887,7387,8957,5300,7552,5297,11651
2643,9583,4812,9975,3330,8935,958,7773
2644,8331,10764,12041,7634,3334,66,8132
2681,8335,7276,7601,8334,1052,8411,6726
2682,831,4285,2301,7178,149,4574,4889
2683,9156,10094,3869,6500,10113,1475,3870
2684,1468,7508,9153,12615,9058,8337,2446
2685,9176,9189,8857,3341,7802,7603,8873
2687,158,3868,3870,8338,1295,7767,7411
2697,7463,7038,8372,9782,11331,7824,3348
2698,7134,7623,1024,6603,7135,4584,7274
2699,7037,6367,7452,1011,7606,7402,3344
2700,4290,10518,7821,1007,159,8925,7351
2701,165,7124,9485,6574,10801,8062,11536
2702,163,7534,7687,4818,8944,7125,6923
2703,8371,7358,6291,7531,10801,3139,1948
2704,1018,7515,1025,3344,7606,6190,7452
2705,7500,6201,6508,2912,9593,10514,6920
2706,7728,6923,8372,7534,7687,7125,163
2707,1008,7205,7518,7225,7023,1949,7742
2708,7351,2449,8925,7121,1010,4290,9776
2709,2456,5741,5772,7848,3350,6204,10526
2710,5312,4291,1604,3683,4872,5587,6064
2711,1608,1609,8388,1032,1028,11113,1970
2712,3361,205,4823,3892,5501,2728,7901
2713,3871,11112,11115,10811,10527,2725,10830
2714,6036,4178,5587,3146,3877,5884,5312
2715,5663,11913,5876,7928,1031,7921,6064
2716,4586,4008,3142,3600,11116,12230,8058
2717,10525,12480,4181,7940,3351,3523,7937
2718,1602,8388,1609,1032,11113,2730,3143
2719,1609,1602,8388,1032,11113,1028,1970
2722,9862,2349,1677,7812,11163,10962,6287
2723,235,11152,1047,1038,3882,6443,228
2724,2469,228,6443,7256,2347,1047,7413
2725,5164,2479,6844,2346,6832,11439,1990
2726,12640,3739,5255,1047,4183,3250,6443
2727,2471,1039,2036,6976,9865,5886,2475
2728,10835,2349,9862,10953,1677,213,236
2730,2733,6975,10678,9853,7513,2644,2468
2731,6760,7812,11163,10962,6287,254,1677
2732,1040,6841,5255,4183,3739,2642,7484
2733,4184,10530,10678,2732,9845,6975,2644
2734,2349,1043,8468,223,1611,10835,1677
2735,2036,1039,3881,6734,2475,9834,3738
2783,1019,6325,7718,6192,3349,6902,156
2786,11163,7812,6760,2735,9852,1985,10959
2787,1352,5393,7326,6272,8428,10681,3889
2788,6898,10954,506,1686,6077,10386,5523
2789,5888,1770,6057,2357,5919,1779,2359
2790,10247,10249,6273,7068,2355,4197,5392
2791,5391,5935,1056,7572,2700,1058,1779
2792,6077,6898,7439,10386,1683,5167,3254
2793,5945,7738,8429,5843,3740,6578,7908
2825,9997,12087,12494,4201,6630,3363,11775
2826,7731,7217,2544,5937,4323,5702,7625
2827,12727,5576,7078,6220,1791,8962,7816
2828,5574,1692,6123,1064,7499,7807,7164
2829,6123,1064,5574,1692,7807,5919,7164
2830,6912,7582,7766,6329,10266,10962,6223
2831,265,7362,6909,7389,7454,2358,9595
2832,10261,5724,7594,5525,6322,1795,6317
2853,7001,12231,1080,12409,4326,1471,6871
2857,7996,6226,9021,2788,276,3181,833
2861,1461,6540,4325,6697,4602,9888,10685
2862,6540,2522,9888,8994,6967,2829,6697
2870,9985,6359,6116,6147,9488,2719,6688
2871,6467,3293,10547,6363,10872,11012,2790
2872,7192,7839,9313,279,6361,8345,9909
2873,279,3182,6361,7660,280,11567,7839
2875,10269,10567,7702,6701,7639,9072,3185
2876,10869,7528,3751,9920,9324,8065,9339
2881,9920,9324,8827,7528,3751,9913,10869
2882,6521,8826,12920,3751,9324,10686,4730
2883,9915,7528,9324,9913,3751,10869,1012
2907,2367,2371,5344,6269,2366,7492,7091
2908,287,6042,7322,8478,5196,2518,6873
2909,7669,9372,7275,10870,2684,8723,9523
2910,7340,7437,7090,7785,8479,5347,3297
2911,3001,3296,10687,7644,2519,6257,7784
2912,612,10694,4851,5711,4852,5710,3295
2913,7804,8052,3188,293,3013,2681,11586
2970,3301,6414,9469,403,12948,8013,6585
2973,6699,7964,10314,408,11604,10065,7549
2998,1291,2687,8609,8103,4504,6295,11382
2999,2532,12964,12683,6579,1776,9548,5350
3000,8056,10874,7166,8610,2531,12512,11605
3001,4923,11382,6244,1293,8104,10609,4504
3013,3754,8053,11200,8054,9391,2145,1335
3090,11282,7994,6705,3420,3688,2857,3791
3096,1300,6652,6889,6654,8652,6655,12125
3097,6925,1805,6245,6927,1307,4994,780
3098,1802,4796,5909,4401,5883,2536,4972
3099,7329,404,8982,5714,7002,12745,1880
3100,1306,2381,6465,2382,6360,7230,7457
3101,10566,7857,480,1305,5546,4924,7002
3102,5546,4924,7786,480,6282,8741,10566
3106,7715,5736,3198,5649,6045,6605,2518
3107,1806,3200,1311,12297,3422,2870,5563
3109,12134,3096,10740,7692,8971,3423,11282
3110,6336,3695,8067,4272,4507,12004,3952
3134,5145,3324,9204,3707,4926,3206,4367
3135,7099,8680,3452,9204,3712,7097,3208
3136,8676,5892,10093,9491,1768,9492,4878
3137,4878,5143,11064,12339,1768,5977,12005
3138,11044,1344,4922,10318,3789,8764,609
3139,1684,5919,2357,5888,2359,6123,1693
3140,5217,2188,6031,2555,12703,4880,5989
3141,7854,7444,8493,5590,7845,12737,10307
3142,11769,8243,5572,13027,7705,2040,7108
3143,4732,9073,6130,10617,5988,10867,7541
3144,3458,4511,6242,10691,4883,6266,9405
3145,6510,10953,12683,6717,6579,9939,6713
3146,12544,5119,12678,5258,7332,244,2487
3147,4280,12343,11414,8235,5653,4400,9114
3148,2700,5749,6057,1058,7572,11770,1686
3149,9341,2826,12737,5590,10308,4975,1773
3150,12703,7331,2555,6719,7831,5217,7101
3151,3835,5653,1353,4281,3329,1779,11414
3152,3744,3888,3576,9547,2534,10251,4451
3153,2790,10059,6467,4604,6363,9905,10546
3154,6794,9543,6572,8765,8232,5003,6553
3155,7855,5154,13200,5933,5568,7409,1020
3180,8935,3330,4161,7773,11648,9583,958
3181,7120,409,3415,1793,12694,10451,7488
3182,2783,9599,5510,5169,3258,9561,11455
3183,7362,1695,265,7389,12209,5134,7454
3184,9595,7078,7454,6220,7389,6909,7816
3185,6093,11651,5297,4809,4160,5875,7735
3186,3415,12694,1796,409,9977,12805,7836
3187,4916,5589,776,5404,5526,6324,2786
3188,6323,12724,10261,6322,8477,10428,10962
3189,12694,12805,9487,409,7488,3788,1794
3190,7420,7356,4505,4554,7763,10717,3773
3191,7768,9601,6691,12660,5416,7592,6979
3192,4556,12004,4272,7786,4924,6336,1765
3195,7740,7366,6792,9476,401,6751,9473
3198,5947,5349,5922,2527,5578,4551,5870
3199,1757,4796,5909,4401,5883,2536,4268
3200,2535,1452,6890,5563,1308,12297,7614
3206,1304,4797,1456,5358,1305,786,7861
3208,6245,1756,6925,6927,4994,780,4639
3209,1763,1311,2870,3422,4271,12297,3199
3211,12288,4997,5579,7168,5548,7229,1314
3222,4574,149,7178,9013,4285,9748,831
3223,1689,12087,13157,4201,12494,11775,3363
3225,7269,2701,266,7514,5979,11352,2973
3227,5816,1510,5833,6094,2712,5466,10033
3228,3928,9431,4973,7615,5094,10088,4325
3229,11414,5798,5362,1487,2702,1484,9011
3230,4404,65,6337,6489,8133,13073,5465
3232,7721,1082,11468,10684,9984,7180,12410
3233,7260,11854,7540,6960,6347,2830,12530
3235,8993,2297,12939,6965,5958,5750,6347
3237,6033,6143,60,6094,3980,3718,5816
3238,6966,827,3763,12738,12674,5202,10311
3240,7541,1785,4236,6632,11928,2682,10867
3241,12300,11604,10314,6699,12122,12242,6784
3249,1879,9090,8225,7033,7435,1325,7521
3250,5083,7438,3455,2310,600,7323,5359
3251,4399,553,5359,7103,8226,8230,604
3252,1325,1877,7033,535,7619,7113,8225
3253,6900,6897,3715,9093,8982,6589,6754
3254,1324,7752,2312,12742,2311,9736,9546
3255,7442,10577,6571,7112,6879,2708,6901
3256,11411,1884,11413,50,9110,8709,5218
3257,11411,9110,8709,1884,3325,50,11413
3258,9733,9108,6281,7018,9732,550,4400
3293,61,4810,7605,8134,10619,5299,12048
3294,6780,940,7190,7729,134,6795,7027
3295,7189,1487,5362,10016,11318,5798,11414
3296,10446,7365,5092,7769,6913,5518,3461
3297,1511,7758,5828,9208,9431,2581,9147
3298,6957,6796,11674,2709,824,857,4402
3299,6795,6366,134,10631,7729,7190,835
3300,5505,13015,4013,1484,2702,3147,1483
3301,956,10631,3339,8112,8105,835,6795
3322,9491,8676,9492,5892,5580,2587,7602
3324,10113,3869,9156,9750,6500,3870,158
3325,7122,3342,1493,12057,9057,3720,3341
3326,12057,1493,153,7181,6809,6778,9493
3329,1465,7539,5307,5520,7375,10098,6415
3330,7375,5307,1465,2301,10098,831,1498
3332,6778,7181,153,3720,9057,9493,12172
3334,3869,10095,6500,158,9750,3870,9156
3336,7688,11713,7821,5310,7589,10519,7770
3337,7396,6904,6574,4175,9485,7503,9777
3338,4890,2715,7358,9779,8371,5771,4694
3339,10802,7808,6908,7497,6191,6522,7040
3340,7531,3138,2448,6291,161,7817,8371
3341,8376,2717,6203,7466,9786,7023,7225
3342,6407,10810,10421,7165,2454,5759,1021
3343,3143,4292,10522,1315,3235,9233,5884
3344,1028,4695,1032,1610,1602,1609,10825
3348,8420,3148,6785,1990,1983,2641,6832
3349,3565,3355,6845,1035,4185,7747,6576
3350,2641,7668,7471,7173,7825,7414,6785
3351,1037,2735,1681,6976,2970,4530,6760
3352,237,6206,11748,3240,10833,8411,6216
3353,239,1046,4296,230,5570,5379,229
3354,2346,2479,6832,8420,1979,3148,6785
3355,10833,6801,8411,3240,11748,7045,12628
3359,3526,3737,1035,11127,11422,11544,6845
3360,4529,11544,2475,4436,233,3355,11739
3361,1048,5379,229,230,1046,239,1990
3362,3355,1041,8409,6971,3150,1053,8414
3363,6216,232,3736,12628,1051,6256,1044
3365,6576,4589,2348,8425,3354,4185,8405
3366,9867,1039,2475,9834,3881,6734,4436
3367,2351,2468,225,2644,232,7484,6216
3415,5507,5957,7749,7050,10682,1336,7106
3416,7107,10250,8428,6272,12082,10681,5393
3417,7108,13151,11769,8243,5572,1774,6846
3418,6846,5572,13027,10682,7050,8243,7749
3419,6273,10957,1685,4914,5392,4594,10249
3420,3256,12205,10252,6471,10246,3252,7108
3421,4197,7068,1685,2355,4193,5317,10248
3422,2040,8428,6272,7107,5393,6218,1687
3423,2534,9547,1055,3154,3888,7820,3576
3424,12205,1054,6471,2355,10249,5507,3256
3452,1070,10422,6848,12209,3746,10264,7530
3453,3365,12210,4008,4586,3600,12230,4597
3454,7164,7499,5889,7739,7807,5574,1064
3455,1063,8879,8654,5177,6222,275,11774
3456,1692,5889,6317,5724,7499,5525,5574
3457,7530,10264,10459,5800,5768,6041,5920
3458,3257,10829,2727,4969,7901,11789,1603
3459,7070,7150,6041,5800,5925,10459,10683
3460,1796,10428,8477,7594,6323,12724,6322
3461,7530,10459,1070,10259,5920,10254,2358
3462,6329,6912,1694,275,4455,7582,7766
3488,1720,11586,7639,10567,12732,7989,6701
3489,11562,7102,6783,791,3185,7725,2793
3493,9317,8822,10868,6688,7524,6376,2719
3522,4237,12250,8236,7560,7100,2681,288
3523,289,3603,6241,597,6232,7490,290
3524,291,285,2370,5201,11571,6493,11201
3525,7823,7444,1016,5796,4059,7854,1773
3526,4975,1781,6233,9341,2826,5348,3756
3565,9060,3927,3926,2521,4075,7540,6981
3571,12535,5202,12674,9239,6060,10059,9237
3572,9482,7461,6959,1086,6224,2829,2522
3576,10068,12242,6699,12300,11597,9937,6784
3600,7774,413,10426,4241,2144,12959,12688
3601,11044,414,1770,4552,6512,415,6715
3602,7665,3788,9487,7488,12805,1797,7218
3603,7436,7330,11232,8748,5074,7105,11231
3604,12959,2875,10318,3192,5891,7774,8611
3613,8054,7725,8053,3754,9942,11562,8478
3681,2148,6705,6655,12973,11269,2857,3090
3682,2148,6705,6655,11269,12973,3090,3790
3683,5849,3195,11383,1298,1296,3418,11045
3687,1313,8066,10875,7169,7861,485,778
3688,777,2154,5548,7229,479,3098,7599
3690,6988,11500,6927,780,6245,5914,5547
3691,482,2155,6929,10568,5464,5142,6996
3692,2152,7229,5548,777,479,3098,7168
3694,6929,10568,2154,482,6996,5464,6948
3695,5579,10472,5357,4997,5738,7025,11284
3707,1767,3322,7099,1766,8680,5145,11609
3711,10570,6706,9483,7321,7261,6627,6684
3712,6517,6612,6516,6613,6549,7318,6711
3713,12016,12018,488,1321,3707,3452,6056
3714,1772,8814,5989,6031,5217,6553,2555
3715,10956,10958,12578,3453,11505,12699,1055
3716,506,12082,4017,1687,6898,616,1683
3717,12158,5939,5815,9543,8806,12159,9974
3718,7093,8611,8748,8764,609,3789,8600
3719,5701,8757,5924,7440,6423,5318,3359
3720,6284,6894,5318,9088,8757,5508,241
3721,2705,7487,4553,5351,4195,12720,5571
3722,9513,251,5906,4592,252,7491,13031
3723,4915,5168,5773,5508,7705,7685,6750
3724,3415,13112,7105,4974,5074,6132,5710
3736,7165,6407,10810,1965,2454,1021,5759
3737,6848,10254,1070,12209,3746,764,10266
3738,4241,7774,11032,8600,413,10318,7398
3739,10757,7446,4884,3977,8330,7706,1382
3740,10264,5639,7737,7594,1796,4599,6580
3741,6761,4890,1947,6609,5434,5771,5154
3742,7769,11250,10088,7365,5518,5092,3460
3743,162,7402,1014,3343,7037,7354,7515
3744,5921,6073,7768,7226,5908,7592,4600
3745,6477,12123,4921,9977,8943,5703,4323
3746,7530,10266,5800,1070,6041,10259,10254
3748,5725,3690,12135,3769,4240,8583,12121
3751,4362,7571,3109,10573,7792,6413,3952
3754,11284,7025,9204,12287,6658,5213,5357
3756,2375,6586,400,2525,12681,6792,9474
3758,5291,3096,10740,6030,12441,12134,1764
3763,7036,152,4516,5012,7794,10783,12171
3764,4673,4403,1497,3980,9002,6143,6033
3765,12526,5903,5600,829,10616,9012,10612
3766,5750,5958,10033,4327,8993,2685,7542
3767,12731,3896,4159,3334,2305,4699,7198
3769,831,9748,4285,10099,4284,4889,7178
3772,5520,4970,5307,7703,1498,7539,7375
3773,11419,4294,3879,3237,5316,3524,5722
3774,943,7198,66,3334,4159,10968,2301
3787,3836,8706,49,3324,5753,8709,6053
3788,598,7113,7279,2707,1880,6755,5770
3789,5146,9735,7853,8741,3325,2704,4669
3790,7029,1878,8231,3454,5083,7438,6177
3791,7752,1324,1882,2554,2312,12742,7224
3792,9736,12742,7327,8224,1882,1324,7752
3835,5601,825,6353,2583,4944,4670,10622
3836,4954,7497,6908,1948,7808,10802,12048
3837,3330,7232,9010,2881,1474,2584,12662
3838,6491,11671,6357,10560,12040,3339,824
3839,8945,13063,3718,2711,6910,957,12614
3868,10504,6345,8340,6998,9154,7035,13005
3869,7794,7300,7036,152,4516,5012,12611
3870,11674,6790,10783,12171,1465,10098,10099
3871,2319,6345,8340,6998,9154,7035,13005
3872,4288,7603,7122,10096,3341,9176,1493
3877,7313,6508,7500,7309,4176,9593,9782
3878,4520,7651,7815,6810,6700,3489,1020
3879,7821,9776,4290,8925,1945,1007,159
3880,5310,11688,7688,7781,1945,1010,8934
3881,3235,1315,13091,1970,11416,10876,3143
3882,1608,4181,12480,7940,3350,3522,7937
3883,2462,12184,3871,2460,5772,5377,5741
3884,10811,2724,11114,3870,1604,2726,11111
3888,4910,5720,4911,4011,5315,3879,5117
3889,4184,9862,10678,2732,2644,9845,1988
3892,2479,6832,1992,9832,5164,8420,1979
3893,7413,7256,7513,12640,228,6443,2469
3894,4589,2036,6576,8425,8405,7048,3354
3895,9865,8468,10835,223,1043,1611,213
3896,2038,2468,232,2644,225,6216,11129
3926,6788,7264,2359,2357,7739,4450,1064
3927,10253,12205,1685,10250,4197,1054,10249
3928,6000,9236,9238,6623,9545,8740,616
3951,2359,5919,6123,1693,1771,1064,2355
3952,5920,265,6909,10266,1695,7530,7362
3953,2358,5919,1693,6123,1064,5574,7807
3954,8864,6223,3894,7535,2463,4917,10571
3955,273,2787,3748,1065,7595,6868,11358
3975,4326,6871,8060,12409,6511,12231,9885
3977,10685,6697,1460,9888,10860,11167,1461
3980,8794,11455,10684,1082,6511,1505,10031
4008,8480,1323,8483,2545,3754,7220,10572
4009,6896,3602,2371,5344,7492,7091,1730
4010,1730,2371,6269,5344,7492,7091,2367
4011,294,8481,3604,6290,6494,7575,292
4012,2828,2520,11211,7790,7426,286,7111
4013,11571,291,10307,11201,293,4237,3187
4014,1730,2367,2368,5344,6896,6269,7492
4015,7385,9911,3181,7557,279,8345,1294
4016,6232,3183,12931,8816,8723,2684,9523
4017,7489,3603,10591,2825,7089,5201,3186
4057,10475,6586,2525,12681,400,7167,7017
4059,785,7887,402,7756,9468,8549,6585
4075,8842,7218,1290,5152,9122,5932,7665
4076,12273,12964,411,6847,2532,9939,5544
4077,7836,3191,7363,6527,12805,6295,1797
4078,7401,5703,5211,11605,8943,6477,1794
4158,6360,6465,4555,2382,1759,7457,4242
4159,7457,3200,6465,9074,2382,4555,1306
4160,1760,7857,480,1305,5546,4924,7002
4161,7702,6701,3184,7316,6607,3182,6783
4162,6929,2156,482,2154,6948,5464,6996
4175,2543,6891,1319,8410,5292,5214,12554
4176,6706,9483,2186,7261,6684,7321,6627
4177,5871,5654,10751,259,12144,6893,4881
4178,5511,12242,6901,2366,8480,2708,8207
4179,4362,3715,3110,3109,10472,7571,9735
4180,1883,7112,7442,6879,9107,8228,6571
4181,8427,7049,3151,6142,12468,5916,5925
4182,3603,4853,7489,8497,2375,5201,8111
4183,11198,166,5577,12250,5796,7337,3774
4184,3258,7215,12512,2531,8610,7494,7217
4185,4923,8104,1750,3136,6244,1293,11381
4186,12772,6193,9232,7466,7306,9592,5098
4193,5754,955,5942,9956,793,134,940
4194,4675,4515,8341,12766,7200,12048,12614
4195,824,4949,7803,10620,2709,2881,9012
4196,2882,13073,7509,65,4404,7284,6724
4197,4949,829,10620,9012,10615,2709,857
4198,6130,5988,9073,1775,4732,6968,6581
4201,52,9730,617,7435,8225,7223,9206
4235,12041,61,10085,4283,8134,957,5299
4236,4949,2709,9012,10615,857,824,10617
4237,5149,4161,4811,12760,7377,4670,4944
4238,2583,6353,4670,4944,825,10623,944
4239,9120,944,6694,825,6353,2583,10623
4240,62,7773,836,958,3329,3225,8935
4241,10093,8112,835,6795,3338,10091,7729
4242,9147,1474,3339,12343,6357,3977,12037
4268,12171,9058,2447,1468,9751,7508,9153
4270,12350,2447,7174,12171,9020,9058,10113
4271,3138,1949,161,7531,9598,6291,4694
4272,8925,1010,7121,1599,7547,7351,10519
4273,2909,7239,3137,1022,7388,7250,4953
4274,4579,9373,5931,11248,6330,13062,3774
4275,6688,2719,3720,1015,6872,9897,8063
4276,3348,7993,1019,7826,11680,6194,1677
4277,5759,10810,7165,1021,10422,1965,6407
4278,7551,7312,6596,11687,7824,8379,9591
4279,1600,7848,8058,3349,5741,5772,2635
4280,13148,5742,3146,4432,7412,2461,2728
4281,3232,3722,2461,3142,2728,5521,11112
4282,4179,4178,5943,8387,5587,3872,3145
4283,3871,12175,2462,3144,10527,6818,2913
4284,2728,3142,11112,8388,1609,3722,1610
4285,12175,3871,2461,10527,6818,3144,5377
4286,2361,8864,3894,11115,10571,7535,6223
4287,4433,5118,3879,5117,4010,5979,4911
4288,225,2038,7484,2354,2644,6975,1050
4289,8466,228,6443,7256,1047,2348,7413
4290,9834,5886,239,1990,6976,1046,1039
4291,2037,4436,9867,4529,1039,3880,2032
4292,10834,7240,7046,6844,7267,9832,3352
4294,2347,6832,9832,1992,5164,3241,8420
4295,2734,3526,1053,3150,3353,6971,6733
4296,9862,2732,4183,2644,6975,2346,9845
4322,7332,244,11854,5119,2523,9514,5636
4323,7859,6423,1327,3359,5924,5318,8757
4324,5723,13154,255,7827,1327,1334,253
4325,6272,7326,8428,7107,1352,1682,3255
4326,6846,2039,10247,7050,6471,5507,5957
4327,7049,5350,8427,7150,10261,3888,3363
4362,11455,1082,10031,2365,8794,7721,1505
4367,2364,6697,1460,9888,1461,10860,4602
4387,2998,8065,11942,10869,7115,9920,6521
4399,3295,3000,6257,1741,10870,7784,2519
4400,9405,6266,9544,1776,3296,6584,4511
4401,4852,9932,5347,612,7644,7079,4851
4402,6983,11011,8725,284,7845,8493,5991
4403,6873,5196,9928,6042,287,7322,8478
4404,11210,3295,3000,1741,10691,10870,7275
4405,11211,2828,2370,7426,286,7790,6875
4424,12251,9060,10311,7542,3926,10548,6981
4429,2829,9895,6540,7461,6967,1086,6959
4431,11854,9514,7314,7332,10679,12678,244
4432,7657,11866,7369,4239,12120,8972,11588
4433,6586,7017,2376,9474,10475,789,7935
4434,784,3190,11596,10714,9466,397,781
4436,783,9240,5578,1802,5947,6243,5870
4437,11596,3190,784,2527,8584,9466,3688
4450,5352,11037,9979,7449,9596,9481,11033
4451,7763,7356,3772,4505,1798,4554,412
4452,12506,3258,7494,8610,10609,1292,1749
4453,9939,12964,9548,6579,4078,5139,6762
4455,10252,9547,3154,1055,3884,9973,3743
4504,6890,1804,1452,5563,1308,7614,5355
4505,4400,7755,4972,1757,1803,11384,484
4506,2862,3422,7172,7393,7692,2547,8061
4507,10877,6054,4588,1299,6829,12544,12273
4511,6891,4362,10570,8410,3526,10678,2734
4514,5937,4322,1690,7217,7731,12122,4921
4515,8483,7220,2366,10547,10871,8480,1323
4516,1459,4551,5578,2549,6243,6710,8049
4518,7172,778,3952,6466,2541,5737,12288
4520,3096,12125,6030,1764,7692,4242,6062
4521,6710,6243,1459,8049,4551,5137,5578
4528,7101,6719,7831,600,6032,6892,3454
4529,9490,7171,6496,8229,2312,6114,7752
4530,4511,5217,1782,7331,1772,2189,6719
4531,5654,2703,5871,12778,10572,9734,8740
4549,10428,7605,8330,4810,4884,7446,7706
4550,1552,3332,7634,8331,8132,12040,3228
4551,9208,5828,7758,4201,2789,1511,10089
4552,8905,6628,7553,6527,6480,5932,5152
4553,10623,6353,4670,4944,825,2439,2314
4554,2710,12660,5436,9010,5148,2316,3330
4555,3459,8064,7455,7706,8330,11320,3975
4556,7123,771,3155,8906,7716,3361,13122
4572,10776,8332,12578,10094,9491,8336,5580
4574,10776,8332,8336,12578,6791,962,9491
4577,3980,6790,5012,4515,11674,2290,7036
4579,7673,7376,12172,5011,4574,157,8341
4580,826,3488,7408,8337,7405,832,12614
4581,6355,4285,7174,7674,9493,2448,12350
4584,7246,1017,6986,6816,1023,7781,282
4585,7124,8062,165,3344,9777,7817,8057
4586,1948,6191,6908,6522,7497,7808,7040
4587,8924,1014,763,7392,4891,162,9581
4588,7165,2455,1965,10422,5759,6407,1021
4589,10528,11114,2724,3870,1604,11111,2726
4590,4695,1972,2723,1028,4822,5613,6442
4591,3349,1030,1600,2457,4008,11913,2461
4592,2727,1603,7901,10260,3360,12082,8881
4593,11113,11111,1602,1609,8388,3722,1032
4594,2725,3877,10561,7911,6492,3140,5617
4597,6129,5980,4011,6040,5944,5720,4910
4599,7668,1985,7173,7471,7414,4436,7825
4600,6215,6629,7747,8405,1040,9853,6845
4602,3149,1049,11116,11714,1038,3249,9819
4603,6975,2038,2469,2354,2487,2732,225
4604,3240,8411,11743,6206,1998,237,1988
4605,2479,7240,7046,6844,7267,9832,3352
4607,8468,2351,2735,213,236,9865,1681
4608,7783,5317,7068,5392,13251,7726,5780
4639,5908,12651,7226,7592,6979,7809,9606
4656,11167,1460,1471,1080,2364,12230,10686
4669,286,6632,4971,7426,3751,10065,4604
4670,2682,4235,7541,5926,4732,1775,6130
4673,6376,9339,8065,10869,7445,9913,7528
4675,9913,7528,11942,8065,9339,9921,6376
4693,7275,9372,7669,1739,10691,3295,3000
4694,10547,7220,8483,2546,3458,2366,615
4695,11012,10546,7490,8795,9905,4604,6467
4696,9342,7100,8512,3107,1743,6476,7804
4697,4235,10868,7541,5926,10065,4732,1775
4698,6391,5073,6233,8809,7575,11946,5348
4699,8816,9523,8723,12931,1739,3183,2374
4719,4326,11644,7467,5094,4808,5363,2299
4730,5445,4870,8918,5891,3769,7357,6416
4731,1747,8609,1291,8103,12694,6295,11381
4732,11604,1749,8056,1292,7494,2532,12506
4795,2151,7861,485,8066,1313,7169,778
4796,11416,13091,3235,7937,1315,7940,10525
4797,2543,6054,4587,1299,12544,6829,12273
4807,6618,8677,3712,6614,3208,4507,6549
4808,3100,1316,486,7097,4274,6613,6517
4809,2873,12005,3424,11505,10958,3453,10956
4810,3101,6611,6124,4696,6706,2388,9483
4811,1320,7319,4639,6124,4696,3101,2699
4812,3153,6057,7646,6899,1780,6091,5743
4815,9999,7269,5979,266,4698,7514,3895
4816,1484,11414,10016,9011,5798,1487,5362
4818,6758,4594,9734,2705,8740,10757,5256
4819,8741,5978,3222,3102,9731,3325,2310
4820,6758,9734,2704,5256,4594,4194,10407
4821,6720,3455,7517,6282,4387,6589,6755
4822,7279,8208,6755,12988,6754,4387,9093
4823,6901,12242,6879,10573,5511,3458,1883
4850,10621,4949,857,9012,10615,824,6957
4851,5436,2585,12660,5148,9010,8529,4807
4852,3718,13063,8874,8945,10503,2714,12611
4853,8050,7506,1510,5581,12703,7658,3225
4870,2908,155,7793,150,7407,6802,1475
4872,4572,12599,3134,12048,12611,2712,13063
4873,7358,1947,9779,4890,8371,7396,6904
4874,6431,3230,11536,8375,7038,7463,9773
4875,6203,8376,1960,9786,1016,7466,9341
4876,11680,2454,6194,7993,3348,6902,7770
4877,6688,2453,3720,1015,9897,9985,10301
4878,3872,3145,4177,1029,8387,4291,6036
4879,2913,3144,2635,3723,2726,10528,2724
4880,10528,11114,10825,3870,1604,11111,2724
4881,2640,10561,7911,3877,5617,3140,9234
4882,3723,6826,6818,4818,11417,3144,2463
4883,10830,1603,3360,12082,7901,205,4822
4884,11112,2462,3142,8388,1609,1610,1602
4887,2731,5694,10889,11714,1049,11278,5075
4888,2731,5694,10889,11714,1049,3149,1038
4889,9845,6975,2487,10833,9862,2469,7513
4890,4436,7414,7173,7668,2642,7267,7825
4891,3526,10678,1053,3150,3353,6733,6971
4910,1037,1986,1681,10836,8468,4529,2970
4911,6510,6717,1352,7326,6713,1682,1777
4912,1683,6898,506,5523,1687,6077,10390
4913,3565,6260,6219,608,1060,5508,261
4914,10958,10386,3453,4367,11505,4507,4275
4915,6273,10248,4913,4593,611,601,1685
4916,10957,10386,11505,3453,4367,4275,2698
